"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","Crm.Cd.1","Crm.Cd.2","Crm.Cd.3","Crm.Cd.4","LOCATION","Cross.Street","LAT","LON"
201511249,"06/14/2020 12:00:00 AM","06/13/2020 12:00:00 AM",1900,15,"N Hollywood",1524,1,310,"BURGLARY","1609 0344",0,"M","W",220,"NAIL SALON",NA,"","IC","Invest Cont",310,NA,NA,NA,"12100    VICTORY                      BL","",34.1867,-118.3965
211519079,"12/26/2021 12:00:00 AM","12/25/2021 12:00:00 AM",2200,15,"N Hollywood",1513,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",45,"F","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"12500    VANOWEN                      ST","",34.194,-118.406
200311258,"05/09/2020 12:00:00 AM","05/03/2020 12:00:00 AM",1700,3,"Southwest",375,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300",23,"F","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"1900 W  MARTIN LUTHER KING JR        BL","",34.0146,-118.313
211517542,"11/16/2021 12:00:00 AM","11/15/2021 12:00:00 AM",1900,15,"N Hollywood",1596,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0385",27,"M","B",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"11000    FRUITLAND                    DR","",34.1393,-118.3702
211205796,"01/27/2021 12:00:00 AM","01/27/2021 12:00:00 AM",2348,12,"77th Street",1245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0913 0329 0554",32,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",740,NA,NA,NA,"1200 W  65TH                         ST","",33.9806,-118.2981
201205616,"01/23/2020 12:00:00 AM","01/22/2020 12:00:00 AM",1015,12,"77th Street",1233,2,860,"BATTERY WITH SEXUAL CONTACT","0913 0305 0448 0520 0531",21,"F","B",517,"MISSIONS/SHELTERS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",860,NA,NA,NA,"5900 S  ST ANDREWS                   PL","",33.9862,-118.3111
211405794,"02/01/2021 12:00:00 AM","01/31/2021 12:00:00 AM",1900,14,"Pacific",1444,1,510,"VEHICLE - STOLEN","",0,"","",104,"DRIVEWAY",NA,"","IC","Invest Cont",510,NA,NA,NA,"3000    YALE                         AV","",33.9877,-118.4482
200319186,"10/20/2020 12:00:00 AM","10/20/2020 12:00:00 AM",2110,3,"Southwest",314,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329 1810 0311",19,"F","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"2600    7TH                          AV","",34.0312,-118.3239
211116783,"12/24/2021 12:00:00 AM","12/23/2021 12:00:00 AM",645,11,"Northeast",1135,2,354,"THEFT OF IDENTITY","0100 0930",58,"F","W",750,"CYBERSPACE",NA,"","IC","Invest Cont",354,NA,NA,NA,"3600    LAVELL                       DR","",34.1107,-118.2282
210121766,"12/07/2021 12:00:00 AM","12/07/2021 12:00:00 AM",1620,1,"Central",148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0302 1310 1402 1309 1822 0907 1407 1419 0919",0,"M","O",101,"STREET",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",230,998,NA,NA,"400 E  4TH                          ST","",34.0454,-118.2422
202016919,"11/09/2020 12:00:00 AM","11/08/2020 12:00:00 AM",2200,20,"Olympic",2053,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0385 1251 1822",26,"F","A",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"CONNECTICUT","WESTERN",34.0517,-118.3091
220115861,"07/06/2022 12:00:00 AM","07/06/2022 12:00:00 AM",2013,1,"Central",185,1,330,"BURGLARY FROM VEHICLE","1307 1822 0329 1609 0344",19,"F","V",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"900 S  BROADWAY","",34.0423,-118.2561
202013858,"08/25/2020 12:00:00 AM","08/25/2020 12:00:00 AM",1805,20,"Olympic",2033,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0345 0356 0444 0913 1814 2000 1300",34,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"8TH","OXFORD",34.0577,-118.3078
210206237,"02/25/2021 12:00:00 AM","02/25/2021 12:00:00 AM",2020,2,"Rampart",256,1,210,"ROBBERY","0945 0104 1822 0325 0334 0443 0216",25,"M","H",213,"WAREHOUSE",311,"HAMMER","IC","Invest Cont",210,NA,NA,NA,"1600    WILSHIRE                     BL","",34.0554,-118.2702
211808271,"03/23/2021 12:00:00 AM","03/23/2021 12:00:00 AM",1400,18,"Southeast",1829,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1202 0400 0416 0913 0432 0447 2003",62,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"2100    99TH                         PL","",33.9472,-118.2315
200217893,"11/27/2020 12:00:00 AM","11/26/2020 12:00:00 AM",2330,2,"Rampart",291,1,330,"BURGLARY FROM VEHICLE","0344 1607 0385",32,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"ALVARADO                     ST","PICO                         BL",34.0473,-118.2827
201820857,"11/20/2020 12:00:00 AM","11/19/2020 12:00:00 AM",2200,18,"Southeast",1821,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"700 W  103RD                        ST","",33.9431,-118.2894
211518034,"11/30/2021 12:00:00 AM","11/30/2021 12:00:00 AM",330,15,"N Hollywood",1599,1,310,"BURGLARY","0344 1420 1607",0,"M","O",418,"",NA,"","IC","Invest Cont",310,NA,NA,NA,"3600    CAHUENGA                     BL","",34.1343,-118.3591
211607801,"05/14/2021 12:00:00 AM","05/13/2021 12:00:00 AM",1630,16,"Foothill",1602,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1300",47,"F","B",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"11300    GLENOAKS                     BL","",34.2758,-118.4139
221215320,"07/07/2022 12:00:00 AM","06/22/2022 12:00:00 AM",1830,12,"77th Street",1251,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"6800    CRENSHAW                     BL","",33.9764,-118.3309
210317658,"10/20/2021 12:00:00 AM","10/20/2021 12:00:00 AM",2125,3,"Southwest",351,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0104 1309 0216 0344 1822",20,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",442,NA,NA,NA,"3400 S  LA BREA                      AV","",34.0218,-118.3556
211418920,"09/24/2021 12:00:00 AM","09/24/2021 12:00:00 AM",345,14,"Pacific",1476,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"6500 W  82ND                         ST","",33.9645,-118.4028
211009118,"06/16/2021 12:00:00 AM","06/16/2021 12:00:00 AM",1130,10,"West Valley",1039,2,624,"BATTERY - SIMPLE ASSAULT","0400 0913 0447",45,"M","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"16000    VICTORY                      BL","",34.1903,-118.48
211006863,"04/06/2021 12:00:00 AM","04/05/2021 12:00:00 AM",1030,10,"West Valley",1021,1,330,"BURGLARY FROM VEHICLE","1822 0344 1300 1609 1307 0352",34,"M","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"AURA                         AV","WELBY                        WY",34.1929,-118.5546
202011652,"07/02/2020 12:00:00 AM","07/02/2020 12:00:00 AM",205,20,"Olympic",2058,2,624,"BATTERY - SIMPLE ASSAULT","1822 0202 0447 0432",37,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",624,NA,NA,NA,"900    MENLO                        AV","",34.0524,-118.2904
200716294,"11/23/2020 12:00:00 AM","11/22/2020 12:00:00 AM",1130,7,"Wilshire",735,2,888,"TRESPASSING","",62,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",888,NA,NA,NA,"600 S  DUNSMUIR                     AV","",34.0629,-118.3483
210114885,"08/07/2021 12:00:00 AM","08/07/2021 12:00:00 AM",1000,1,"Central",135,1,820,"ORAL COPULATION","1822 1402 1415 0512 1817",19,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",820,998,NA,NA,"300 S  SPRING                       ST","",34.0496,-118.2476
210513865,"09/18/2021 12:00:00 AM","09/06/2021 12:00:00 AM",638,5,"Harbor",566,2,354,"THEFT OF IDENTITY","",31,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"1300 S  MESA                         ST","",33.7315,-118.2858
211906861,"03/23/2021 12:00:00 AM","03/22/2021 12:00:00 AM",1805,19,"Mission",1985,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1606 0344",35,"M","W",123,"PARKING UNDERGROUND/BUILDING",NA,"","IC","Invest Cont",420,NA,NA,NA,"8500    TOBIAS                       AV","",34.2248,-118.4517
220705526,"02/10/2022 12:00:00 AM","02/08/2022 12:00:00 AM",1400,7,"Wilshire",701,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1402",40,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",740,NA,NA,NA,"600 N  EDINBURGH                    AV","",34.0816,-118.3637
200714509,"10/02/2020 12:00:00 AM","10/02/2020 12:00:00 AM",1700,7,"Wilshire",769,1,441,"THEFT PLAIN - ATTEMPT","1501",32,"F","W",119,"PORCH, RESIDENTIAL",NA,"","IC","Invest Cont",441,NA,NA,NA,"3200 W  15TH                         ST","",34.0454,-118.3201
210205945,"02/18/2021 12:00:00 AM","02/18/2021 12:00:00 AM",2030,2,"Rampart",247,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0432 0443 1252 1822 0421",54,"F","H",102,"SIDEWALK",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"W  6TH                          ST","BONNIE BRAE",34.0585,-118.2724
200113291,"06/11/2020 12:00:00 AM","06/11/2020 12:00:00 AM",1800,1,"Central",132,2,624,"BATTERY - SIMPLE ASSAULT","0416",57,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"3RD","HILL",34.0518,-118.2493
210619499,"11/24/2021 12:00:00 AM","11/24/2021 12:00:00 AM",25,6,"Hollywood",666,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 0416 0913 1814 1501",38,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6200 W  SUNSET                       BL","",34.098,-118.3237
220513612,"09/12/2022 12:00:00 AM","09/10/2022 12:00:00 AM",2330,5,"Harbor",507,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"222ND                        ST","HALLDALE",33.8257,-118.3016
210604996,"01/26/2021 12:00:00 AM","01/24/2021 12:00:00 AM",1030,6,"Hollywood",666,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344 0325 0601",0,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"1200    VINE                         ST","",34.0926,-118.3266
220806216,"02/24/2022 12:00:00 AM","02/23/2022 12:00:00 AM",2300,8,"West LA",897,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"3200    BAGLEY                       AV","",34.0325,-118.3955
211219316,"09/08/2021 12:00:00 AM","09/08/2021 12:00:00 AM",1800,12,"77th Street",1233,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1814 2000 0400 0416 0913 0408",57,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,NA,NA,NA,"6100 S  HOBART                       BL","",33.9838,-118.3079
200811235,"06/28/2020 12:00:00 AM","06/26/2020 12:00:00 AM",1900,8,"West LA",802,1,330,"BURGLARY FROM VEHICLE","0344 1609 1307 1822",34,"F","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",330,NA,NA,NA,"1500    WILL ROGERS STATE PARK       RD","",34.0531,-118.5141
202017543,"11/24/2020 12:00:00 AM","11/23/2020 12:00:00 AM",1909,20,"Olympic",2031,1,510,"VEHICLE - STOLEN","",0,"","",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",510,NA,NA,NA,"3900 W  7TH                          ST","",34.0597,-118.3112
221814417,"07/17/2022 12:00:00 AM","07/17/2022 12:00:00 AM",1820,18,"Southeast",1839,2,901,"VIOLATION OF RESTRAINING ORDER","2000 0913 1814 2038",34,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",901,NA,NA,NA,"10500    JUNIPER                      ST","",33.9389,-118.2328
220609897,"05/06/2022 12:00:00 AM","05/06/2022 12:00:00 AM",1300,6,"Hollywood",646,2,888,"TRESPASSING","1822",0,"X","X",503,"HOTEL",NA,"","IC","Invest Cont",888,NA,NA,NA,"6400    SELMA                        AV","",34.0998,-118.3295
210511947,"07/27/2021 12:00:00 AM","07/26/2021 12:00:00 AM",1830,5,"Harbor",566,1,310,"BURGLARY","0344",51,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"1100 S  PALOS VERDES                 ST","",33.7333,-118.2814
211819227,"10/29/2021 12:00:00 AM","10/29/2021 12:00:00 AM",600,18,"Southeast",1826,2,763,"STALKING","0329 0347 0913 1814 1300 2038 2000",30,"F","H",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",763,NA,NA,NA,"9300 S  93RD                         ST","",33.9485,-118.2461
220607351,"03/13/2022 12:00:00 AM","03/12/2022 12:00:00 AM",2300,6,"Hollywood",646,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0400 0416 2000 1814 0913",34,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"6500    SELMA                        AV","",34.0998,-118.331
221816846,"09/04/2022 12:00:00 AM","09/04/2022 12:00:00 AM",1410,18,"Southeast",1863,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 0344 1822 1310",25,"F","H",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"600 E  IMPERIAL                     HY","",33.931,-118.2652
220514130,"09/25/2022 12:00:00 AM","09/23/2022 12:00:00 AM",1200,5,"Harbor",526,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 2004 0416 0913",31,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"G","MARINE",33.7784,-118.2643
201908006,"03/23/2020 12:00:00 AM","03/20/2020 12:00:00 AM",1130,19,"Mission",1991,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1266 1822 0447",56,"M","W",154,"TRAIN TRACKS",306,"ROCK/THROWN OBJECT","IC","Invest Cont",230,NA,NA,NA,"15400    CABRITO                      RD","",34.2166,-118.4682
221211277,"05/05/2022 12:00:00 AM","05/05/2022 12:00:00 AM",1100,12,"77th Street",1239,1,210,"ROBBERY","0945 1822 0431 0329",0,"X","X",301,"GAS STATION",512,"MACE/PEPPER SPRAY","IC","Invest Cont",210,NA,NA,NA,"5800 S  FIGUEROA                     ST","",33.9892,-118.2827
211413462,"06/10/2021 12:00:00 AM","06/08/2021 12:00:00 AM",1500,14,"Pacific",1464,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0416",11,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",627,NA,NA,NA,"12900 W  RUNWAY                       RD","",33.9743,-118.4219
221805550,"02/03/2022 12:00:00 AM","02/03/2022 12:00:00 AM",11,18,"Southeast",1801,2,354,"THEFT OF IDENTITY","0922 1822",32,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"500 W  88TH                         ST","",33.9574,-118.2827
221811821,"06/01/2022 12:00:00 AM","06/01/2022 12:00:00 AM",1400,18,"Southeast",1863,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329 1300 1307",58,"M","H",101,"STREET",114,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","IC","Invest Cont",745,NA,NA,NA,"118TH                        ST","AVALON                       BL",33.9265,-118.2652
211224302,"11/30/2021 12:00:00 AM","01/30/2021 12:00:00 AM",300,12,"77th Street",1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 0321 0416 0444",47,"F","B",101,"STREET",307,"VEHICLE","IC","Invest Cont",230,NA,NA,NA,"6900 S  FIGUEROA                     ST","",33.9769,-118.2827
211508710,"04/30/2021 12:00:00 AM","04/30/2021 12:00:00 AM",2320,15,"N Hollywood",1585,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","2004 0325",0,"M","W",401,"MINI-MART",NA,"","AO","Adult Other",442,NA,NA,NA,"11000    VENTURA                      BL","",34.143,-118.3727
201900780,"05/28/2020 12:00:00 AM","05/28/2020 12:00:00 AM",1300,19,"Mission",1951,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","2004 0378 0325 1402",0,"X","X",403,"DRUG STORE",NA,"","IC","Invest Cont",442,998,NA,NA,"10300 N  SEPULVEDA                    BL","",34.261,-118.4698
222110433,"06/12/2022 12:00:00 AM","06/11/2022 12:00:00 AM",1800,21,"Topanga",2156,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385",26,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",331,NA,NA,NA,"21800    VICTORY                      BL","",34.1874,-118.6035
211811543,"06/05/2021 12:00:00 AM","06/05/2021 12:00:00 AM",1134,18,"Southeast",1863,1,510,"VEHICLE - STOLEN","",0,"","",104,"DRIVEWAY",NA,"","IC","Invest Cont",510,NA,NA,NA,"600 E  116TH                        ST","",33.9292,-118.2622
210700434,"01/23/2021 12:00:00 AM","01/23/2021 12:00:00 AM",2200,7,"Wilshire",743,2,625,"OTHER ASSAULT","0446 1402",62,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",625,998,NA,NA,"5600 W  8TH                          ST","",34.061,-118.3619
222108781,"05/03/2022 12:00:00 AM","05/03/2022 12:00:00 AM",1300,21,"Topanga",2118,2,354,"THEFT OF IDENTITY","0929 0930",51,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"20200    CANTARA                      ST","",34.2192,-118.5739
200710584,"06/17/2020 12:00:00 AM","06/16/2020 12:00:00 AM",910,7,"Wilshire",729,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"200 S  HUDSON                       AV","",34.0709,-118.3332
200513812,"09/06/2020 12:00:00 AM","09/06/2020 12:00:00 AM",1730,5,"Harbor",525,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0446 0319 0443 0344 0416 1218 1309 2034",38,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,440,NA,NA,"F                            ST","AVALON",33.7771,-118.2622
200906892,"03/03/2020 12:00:00 AM","03/03/2020 12:00:00 AM",1800,9,"Van Nuys",919,1,310,"BURGLARY","0344 1607 1414",24,"M","O",108,"PARKING LOT",NA,"","IC","Invest Cont",310,NA,NA,NA,"13400    VANOWEN                      ST","",34.194,-118.4247
211219180,"09/06/2021 12:00:00 AM","09/06/2021 12:00:00 AM",1830,12,"77th Street",1258,2,903,"CONTEMPT OF COURT","2038 0913",34,"M","B",726,"POLICE FACILITY",NA,"","AO","Adult Other",903,NA,NA,NA,"7600 S  BROADWAY","",33.9703,-118.2783
200904824,"01/20/2020 12:00:00 AM","01/20/2020 12:00:00 AM",5,9,"Van Nuys",911,2,624,"BATTERY - SIMPLE ASSAULT","1218 1402 0417",30,"M","H",401,"MINI-MART",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,998,NA,NA,"6800    SEPULVEDA                    BL","",34.1938,-118.4702
210619869,"12/03/2021 12:00:00 AM","12/02/2021 12:00:00 AM",1235,6,"Hollywood",636,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0421",40,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AA","Adult Arrest",930,NA,NA,NA,"1700 N  HUDSON                       AV","",34.1016,-118.3321
202115890,"11/12/2020 12:00:00 AM","11/12/2020 12:00:00 AM",1700,21,"Topanga",2189,2,624,"BATTERY - SIMPLE ASSAULT","0400",16,"F","H",514,"GROUP HOME",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other",624,NA,NA,NA,"4900    SERRANIA                     AV","",34.159,-118.5883
221513461,"08/12/2022 12:00:00 AM","08/11/2022 12:00:00 AM",2100,15,"N Hollywood",1566,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"4200    LANKERSHIM                   BL","",34.1497,-118.3694
212008636,"04/29/2021 12:00:00 AM","04/29/2021 12:00:00 AM",1059,20,"Olympic",2004,2,624,"BATTERY - SIMPLE ASSAULT","1822 1278 0416 0429",37,"M","O",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"WESTERN                      AV","OAKWOOD                      AV",34.0776,-118.3092
211313976,"08/08/2021 12:00:00 AM","08/08/2021 12:00:00 AM",1730,13,"Newton",1341,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0913 2000 0432 0421",31,"F","H",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","AA","Adult Arrest",930,NA,NA,NA,"3800 S  BROADWAY","",34.0141,-118.277
210211790,"07/11/2021 12:00:00 AM","07/11/2021 12:00:00 AM",115,2,"Rampart",246,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1206 2048 1268 0910 0334 1814 0400 0416 0445 2000",28,"F","B",904,"MTA - RED LINE - WESTLAKE/MACARTHUR PARK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",626,NA,NA,NA,"600 S  ALVARADO                     ST","",34.0593,-118.275
220707013,"03/21/2022 12:00:00 AM","03/21/2022 12:00:00 AM",1200,7,"Wilshire",765,2,845,"SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","1501",0,"X","X",726,"POLICE FACILITY",NA,"","IC","Invest Cont",845,NA,NA,NA,"4800    VENICE                       BL","",34.0467,-118.3407
211804354,"01/08/2021 12:00:00 AM","01/07/2021 12:00:00 AM",1500,18,"Southeast",1834,1,510,"VEHICLE - STOLEN","",0,"","",104,"DRIVEWAY",NA,"","IC","Invest Cont",510,NA,NA,NA,"700 E  106TH                        ST","",33.9401,-118.2609
211308764,"04/21/2021 12:00:00 AM","04/18/2021 12:00:00 AM",2350,13,"Newton",1313,1,820,"ORAL COPULATION","2004 0913 1309 1218 0334 0432 0507",47,"F","H",122,"VEHICLE, PASSENGER/TRUCK",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",820,NA,NA,NA,"18TH                         ST","SAN PEDRO                    ST",34.0286,-118.2568
201007285,"03/16/2020 12:00:00 AM","03/15/2020 12:00:00 AM",1515,10,"West Valley",1065,2,354,"THEFT OF IDENTITY","1822 0929 0924 0935",42,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"5400    LINDLEY                      AV","",34.169,-118.5273
202015196,"09/26/2020 12:00:00 AM","09/26/2020 12:00:00 AM",2115,20,"Olympic",2019,2,900,"VIOLATION OF COURT ORDER","2038 2000 0913",46,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","AO","Adult Other",900,NA,NA,NA,"3300 W  2ND                          ST","",34.0704,-118.2868
200104558,"01/08/2020 12:00:00 AM","01/08/2020 12:00:00 AM",820,1,"Central",164,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 0411 0445",34,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",626,NA,NA,NA,"7TH","LOS ANGELES",34.0433,-118.2504
201006895,"03/05/2020 12:00:00 AM","03/04/2020 12:00:00 AM",700,10,"West Valley",1031,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1822 1906",30,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",956,NA,NA,NA,"19400    HAYNES                       ST","",34.189,-118.5567
